date,channel,campaign_id,campaign_name,utm_source,utm_medium,ad_set,creative_id,impressions,clicks,spend_usd,conversions,revenue_usd,ctr_%,avg_cpc_usd,roas,audience_segment,age_range
2025-01-03,Search,CMP0021,Search_21,search,cpc,AS912,CR9408,92127,1148,1080.22,37,2786.25,1.25,0.94,2.58,Lookalike,45-54
2025-01-03,Search,CMP0022,Search_22,search,cpc,AS391,CR6846,25741,336,163.85,4,100.85,1.3,0.49,0.62,Loyalty,35-44
2025-01-03,Search,CMP0023,Search_23,search,cpc,AS238,CR1623,121614,3060,3412.07,30,3346.37,2.52,1.12,0.98,Prospects,45-54
2025-01-03,Display,CMP0024,Display_24,display,banner,AS641,CR1807,84498,1497,624.1,60,6349.08,1.77,0.42,10.17,Loyalty,25-34
2025-01-03,Social,CMP0025,Social_25,social,social,AS899,CR1199,143193,3213,2537.0,121,12822.39,2.24,0.79,5.05,Loyalty,25-34
2025-01-03,Social,CMP0026,Social_26,social,social,AS332,CR5863,146253,3401,1439.03,97,2008.43,2.32,0.42,1.4,Loyalty,25-34
2025-01-03,Email,CMP0027,Email_27,email,email,AS236,CR7273,126480,3143,1543.53,65,7309.15,2.48,0.49,4.74,Prospects,55+
2025-01-03,Affiliate,CMP0028,Affiliate_28,affiliate,affiliate,AS423,CR9039,101504,1777,471.76,65,7748.11,1.75,0.27,16.42,Loyalty,55+
2025-01-03,Affiliate,CMP0029,Affiliate_29,affiliate,affiliate,AS321,CR5605,67852,1248,1206.67,48,2292.2,1.84,0.97,1.9,Loyalty,45-54
2025-01-04,Search,CMP0030,Search_30,search,cpc,AS514,CR7854,102925,1777,880.75,30,632.79,1.73,0.5,0.72,Prospects,45-54
2025-01-04,Search,CMP0031,Search_31,search,cpc,AS505,CR3546,109271,2449,1692.45,33,580.51,2.24,0.69,0.34,Loyalty,18-24
2025-01-04,Search,CMP0032,Search_32,search,cpc,AS675,CR2040,106736,2341,2315.62,87,5593.86,2.19,0.99,2.42,Retargeting,18-24
2025-01-04,Display,CMP0033,Display_33,display,banner,AS959,CR7011,67508,373,442.34,8,442.11,0.55,1.19,1.0,Loyalty,35-44
2025-01-04,Display,CMP0034,Display_34,display,banner,AS220,CR1732,72551,363,219.77,9,971.64,0.5,0.61,4.42,Loyalty,45-54
2025-01-04,Display,CMP0035,Display_35,display,banner,AS327,CR8034,55856,1300,689.16,19,1318.81,2.33,0.53,1.91,Loyalty,25-34
2025-01-04,Social,CMP0036,Social_36,social,social,AS523,CR5444,115101,2436,1167.68,33,3293.27,2.12,0.48,2.82,Prospects,25-34
2025-01-04,Email,CMP0037,Email_37,email,email,AS770,CR1437,17601,398,319.23,18,657.2,2.26,0.8,2.06,Lookalike,45-54
2025-01-04,Email,CMP0038,Email_38,email,email,AS426,CR6610,79434,1104,1570.51,44,4118.83,1.39,1.42,2.62,Loyalty,55+
2025-01-04,Affiliate,CMP0039,Affiliate_39,affiliate,affiliate,AS301,CR8468,41838,975,252.82,15,676.89,2.33,0.26,2.68,Prospects,18-24
2025-01-04,Affiliate,CMP0040,Affiliate_40,affiliate,affiliate,AS634,CR9696,57993,1096,232.37,47,5562.67,1.89,0.21,23.94,Retargeting,35-44
2025-01-05,Search,CMP0041,Search_41,search,cpc,AS500,CR4128,146968,2868,3509.87,93,3527.7,1.95,1.22,1.01,Prospects,45-54
2025-01-05,Search,CMP0042,Search_42,search,cpc,AS642,CR8734,115330,3314,4718.44,136,11042.8,2.87,1.42,2.34,Lookalike,25-34
2025-01-05,Display,CMP0043,Display_43,display,banner,AS921,CR3679,38436,1008,1011.27,6,308.76,2.62,1.0,0.31,Prospects,18-24
2025-01-05,Display,CMP0044,Display_44,display,banner,AS951,CR6028,86723,2570,3031.68,14,606.13,2.96,1.18,0.2,Lookalike,45-54
2025-01-05,Social,CMP0045,Social_45,social,social,AS212,CR2967,132741,1995,711.92,99,5706.62,1.5,0.36,8.02,Prospects,25-34
2025-01-05,Social,CMP0046,Social_46,social,social,AS554,CR4516,92570,2289,1681.92,49,2790.42,2.47,0.73,1.66,Lookalike,25-34
2025-01-05,Email,CMP0047,Email_47,email,email,AS997,CR8296,46209,248,221.59,5,538.5,0.53,0.89,2.43,Lookalike,18-24
2025-01-05,Affiliate,CMP0048,Affiliate_48,affiliate,affiliate,AS544,CR8452,35274,558,657.2,24,1315.17,1.58,1.18,2.0,Retargeting,55+
2025-01-06,Search,CMP0049,Search_49,search,cpc,AS747,CR1606,79658,509,301.37,9,566.05,0.64,0.59,1.88,Lookalike,35-44
2025-01-06,Display,CMP0050,Display_50,display,banner,AS952,CR9787,55302,876,1116.84,25,601.74,1.58,1.27,0.54,Loyalty,55+
2025-01-06,Social,CMP0051,Social_51,social,social,AS576,CR2707,21909,483,208.6,4,64.07,2.2,0.43,0.31,Prospects,45-54
2025-01-06,Email,CMP0052,Email_52,email,email,AS443,CR7995,83728,1382,356.55,57,1315.58,1.65,0.26,3.69,Lookalike,35-44
2025-01-06,Email,CMP0053,Email_53,email,email,AS790,CR4204,38954,758,1097.03,26,486.54,1.94,1.45,0.44,Loyalty,35-44
2025-01-06,Email,CMP0054,Email_54,email,email,AS475,CR4945,141165,3111,1744.88,34,1911.85,2.2,0.56,1.1,Lookalike,45-54
2025-01-06,Affiliate,CMP0055,Affiliate_55,affiliate,affiliate,AS318,CR2562,26881,500,396.99,23,1452.53,1.86,0.79,3.66,Retargeting,18-24
2025-01-06,Affiliate,CMP0056,Affiliate_56,affiliate,affiliate,AS820,CR7959,72838,2011,2206.13,74,3656.39,2.76,1.1,1.66,Lookalike,45-54
2025-01-06,Affiliate,CMP0057,Affiliate_57,affiliate,affiliate,AS785,CR6534,139018,3361,714.87,64,2524.86,2.42,0.21,3.53,Lookalike,25-34
2025-01-07,Search,CMP0058,Search_58,search,cpc,AS214,CR9526,49078,365,367.99,17,536.37,0.74,1.01,1.46,Loyalty,45-54
2025-01-07,Search,CMP0059,Search_59,search,cpc,AS880,CR4808,18292,274,77.14,7,295.13,1.5,0.28,3.83,Lookalike,18-24
2025-01-07,Display,CMP0060,Display_60,display,banner,AS421,CR3496,97496,1354,898.68,8,275.6,1.39,0.66,0.31,Lookalike,18-24
2025-01-07,Display,CMP0061,Display_61,display,banner,AS823,CR8828,143829,3166,3140.45,30,739.89,2.2,0.99,0.24,Prospects,55+
2025-01-07,Social,CMP0062,Social_62,social,social,AS809,CR1100,112172,2916,2563.4,82,6825.05,2.6,0.88,2.66,Retargeting,55+
2025-01-07,Social,CMP0063,Social_63,social,social,AS350,CR7910,63942,725,268.52,5,135.63,1.13,0.37,0.51,Lookalike,18-24
2025-01-07,Social,CMP0064,Social_64,social,social,AS485,CR2734,32957,502,206.74,17,1130.2,1.52,0.41,5.47,Retargeting,25-34
2025-01-07,Email,CMP0065,Email_65,email,email,AS233,CR6290,144490,3619,1055.23,130,7146.95,2.5,0.29,6.77,Prospects,25-34
2025-01-07,Affiliate,CMP0066,Affiliate_66,affiliate,affiliate,AS117,CR9901,11337,178,225.94,7,433.65,1.57,1.27,1.92,Lookalike,55+
2025-01-07,Affiliate,CMP0067,Affiliate_67,affiliate,affiliate,AS764,CR1673,59502,366,183.88,8,804.57,0.62,0.5,4.38,Prospects,18-24
2025-01-07,Affiliate,CMP0068,Affiliate_68,affiliate,affiliate,AS624,CR8970,126661,3775,1979.03,37,4249.45,2.98,0.52,2.15,Loyalty,35-44
2025-01-08,Search,CMP0069,Search_69,search,cpc,AS986,CR5242,104617,1236,856.27,27,2527.81,1.18,0.69,2.95,Loyalty,18-24
2025-01-08,Display,CMP0070,Display_70,display,banner,AS279,CR5078,60951,757,1023.28,16,1480.5,1.24,1.35,1.45,Lookalike,35-44
2025-01-08,Social,CMP0071,Social_71,social,social,AS598,CR1028,129299,3074,3410.44,150,17911.81,2.38,1.11,5.25,Retargeting,45-54
2025-01-08,Social,CMP0072,Social_72,social,social,AS976,CR1612,44202,898,963.98,23,2026.03,2.03,1.07,2.1,Prospects,25-34
2025-01-08,Email,CMP0073,Email_73,email,email,AS478,CR1099,101204,555,817.76,7,295.15,0.55,1.47,0.36,Retargeting,18-24
2025-01-08,Email,CMP0074,Email_74,email,email,AS758,CR1000,11608,316,354.3,6,653.76,2.72,1.12,1.85,Loyalty,35-44
2025-01-08,Email,CMP0075,Email_75,email,email,AS150,CR5966,69530,641,879.41,13,1408.8,0.92,1.37,1.6,Prospects,45-54
2025-01-08,Affiliate,CMP0076,Affiliate_76,affiliate,affiliate,AS251,CR2932,48372,1385,1884.6,50,4104.89,2.86,1.36,2.18,Lookalike,18-24
2025-01-09,Search,CMP0077,Search_77,search,cpc,AS441,CR3418,71185,860,205.8,32,506.49,1.21,0.24,2.46,Loyalty,55+
2025-01-09,Search,CMP0078,Search_78,search,cpc,AS728,CR9373,98754,2771,876.59,65,1140.94,2.81,0.32,1.3,Lookalike,35-44
2025-01-09,Display,CMP0079,Display_79,display,banner,AS445,CR9717,75323,2202,2418.15,21,953.96,2.92,1.1,0.39,Prospects,55+
2025-01-09,Display,CMP0080,Display_80,display,banner,AS258,CR8557,124910,3588,730.21,123,9599.07,2.87,0.2,13.15,Retargeting,25-34
2025-01-09,Social,CMP0081,Social_81,social,social,AS494,CR7490,54069,867,945.57,30,541.67,1.6,1.09,0.57,Lookalike,18-24
2025-01-09,Social,CMP0082,Social_82,social,social,AS254,CR3022,133283,970,481.2,23,1850.26,0.73,0.5,3.85,Retargeting,25-34
2025-01-09,Email,CMP0083,Email_83,email,email,AS423,CR8764,141664,3796,3240.03,177,12716.56,2.68,0.85,3.92,Lookalike,25-34
2025-01-09,Affiliate,CMP0084,Affiliate_84,affiliate,affiliate,AS592,CR6310,50703,300,128.16,7,804.82,0.59,0.43,6.28,Lookalike,25-34
2025-01-10,Search,CMP0085,Search_85,search,cpc,AS466,CR9199,66526,1328,676.56,42,1273.29,1.99,0.51,1.88,Lookalike,25-34
2025-01-10,Search,CMP0086,Search_86,search,cpc,AS623,CR7103,51750,727,1006.38,33,1999.35,1.4,1.38,1.99,Loyalty,35-44
2025-01-10,Search,CMP0087,Search_87,search,cpc,AS927,CR5517,87799,844,645.82,12,1081.16,0.96,0.77,1.67,Loyalty,45-54
2025-01-10,Display,CMP0088,Display_88,display,banner,AS200,CR2409,37661,751,783.9,4,467.49,1.99,1.04,0.6,Retargeting,45-54
2025-01-10,Social,CMP0089,Social_89,social,social,AS686,CR1123,55560,708,512.72,24,2604.45,1.27,0.72,5.08,Retargeting,18-24
2025-01-10,Social,CMP0090,Social_90,social,social,AS159,CR3538,70133,1108,1075.44,24,2015.69,1.58,0.97,1.87,Loyalty,18-24
2025-01-10,Email,CMP0091,Email_91,email,email,AS165,CR2408,132094,3961,2604.2,149,12209.98,3.0,0.66,4.69,Retargeting,55+
2025-01-10,Email,CMP0092,Email_92,email,email,AS603,CR2321,109415,3165,1099.94,55,1298.88,2.89,0.35,1.18,Lookalike,25-34
2025-01-10,Email,CMP0093,Email_93,email,email,AS465,CR9075,141024,1624,2163.83,22,1330.87,1.15,1.33,0.62,Loyalty,35-44
2025-01-10,Affiliate,CMP0094,Affiliate_94,affiliate,affiliate,AS950,CR7743,34455,815,1061.62,39,4612.13,2.36,1.3,4.34,Lookalike,45-54
2025-01-10,Affiliate,CMP0095,Affiliate_95,affiliate,affiliate,AS549,CR1571,117925,1214,1450.11,17,1859.29,1.03,1.19,1.28,Prospects,55+
2025-01-11,Search,CMP0096,Search_96,search,cpc,AS232,CR4096,126997,1850,602.23,92,10040.97,1.46,0.33,16.67,Prospects,18-24
2025-01-11,Display,CMP0097,Display_97,display,banner,AS787,CR6802,128146,2270,3308.38,22,421.59,1.77,1.46,0.13,Loyalty,55+
2025-01-11,Display,CMP0098,Display_98,display,banner,AS296,CR5207,149130,3249,2105.79,121,9935.87,2.18,0.65,4.72,Retargeting,55+
2025-01-11,Display,CMP0099,Display_99,display,banner,AS451,CR3349,120562,2597,2630.67,120,10264.61,2.15,1.01,3.9,Prospects,18-24
2025-01-11,Social,CMP0100,Social_100,social,social,AS958,CR8802,24937,645,779.51,12,1079.55,2.58,1.21,1.38,Retargeting,25-34
2025-01-11,Social,CMP0101,Social_101,social,social,AS791,CR1761,130185,2940,3014.15,142,3670.18,2.26,1.03,1.22,Loyalty,18-24
2025-01-11,Social,CMP0102,Social_102,social,social,AS607,CR5600,30381,864,1249.17,36,4290.04,2.84,1.45,3.43,Loyalty,45-54
2025-01-11,Email,CMP0103,Email_103,email,email,AS336,CR1165,24707,569,582.34,11,785.56,2.3,1.02,1.35,Lookalike,35-44
2025-01-11,Affiliate,CMP0104,Affiliate_104,affiliate,affiliate,AS799,CR7273,117598,1013,879.17,16,860.74,0.86,0.87,0.98,Prospects,18-24
2025-01-11,Affiliate,CMP0105,Affiliate_105,affiliate,affiliate,AS495,CR7517,24226,590,468.07,8,287.66,2.43,0.79,0.61,Retargeting,55+
2025-01-12,Search,CMP0106,Search_106,search,cpc,AS933,CR5940,141203,3358,4719.25,22,2399.05,2.38,1.41,0.51,Loyalty,18-24
2025-01-12,Search,CMP0107,Search_107,search,cpc,AS756,CR3593,76827,1667,751.04,78,5917.59,2.17,0.45,7.88,Retargeting,18-24
2025-01-12,Display,CMP0108,Display_108,display,banner,AS762,CR8232,36952,643,698.47,12,840.72,1.74,1.09,1.2,Loyalty,35-44
2025-01-12,Display,CMP0109,Display_109,display,banner,AS170,CR2731,131615,3116,3090.09,97,3187.46,2.37,0.99,1.03,Lookalike,18-24
2025-01-12,Social,CMP0110,Social_110,social,social,AS506,CR8951,97360,1287,1600.38,55,3223.24,1.32,1.24,2.01,Loyalty,35-44
2025-01-12,Email,CMP0111,Email_111,email,email,AS178,CR9142,78935,2127,1453.79,11,451.08,2.69,0.68,0.31,Prospects,35-44
2025-01-12,Affiliate,CMP0112,Affiliate_112,affiliate,affiliate,AS699,CR7091,15703,259,201.49,6,644.83,1.65,0.78,3.2,Retargeting,18-24
2025-01-13,Search,CMP0113,Search_113,search,cpc,AS443,CR8888,51470,743,1081.8,31,2664.37,1.44,1.46,2.46,Loyalty,18-24
2025-01-13,Search,CMP0114,Search_114,search,cpc,AS746,CR1236,148281,3510,3993.89,94,3325.01,2.37,1.14,0.83,Lookalike,25-34
2025-01-13,Display,CMP0115,Display_115,display,banner,AS526,CR1611,48986,416,314.07,18,1816.08,0.85,0.75,5.78,Lookalike,45-54
2025-01-13,Display,CMP0116,Display_116,display,banner,AS706,CR2659,13995,219,74.44,7,286.22,1.56,0.34,3.84,Prospects,55+
2025-01-13,Display,CMP0117,Display_117,display,banner,AS571,CR1243,115630,3274,2322.37,53,2188.47,2.83,0.71,0.94,Retargeting,35-44
2025-01-13,Social,CMP0118,Social_118,social,social,AS897,CR8363,122538,2773,2703.35,81,5089.7,2.26,0.97,1.88,Prospects,35-44
2025-01-13,Social,CMP0119,Social_119,social,social,AS181,CR2655,135383,3283,2182.05,109,4937.68,2.42,0.66,2.26,Retargeting,18-24
2025-01-13,Email,CMP0120,Email_120,email,email,AS108,CR4384,60933,629,275.47,15,1398.74,1.03,0.44,5.08,Lookalike,18-24
2025-01-13,Email,CMP0121,Email_121,email,email,AS211,CR8824,33325,288,120.52,3,128.26,0.86,0.42,1.06,Prospects,25-34
2025-01-13,Email,CMP0122,Email_122,email,email,AS321,CR2064,32075,644,726.88,8,407.4,2.01,1.13,0.56,Lookalike,25-34
2025-01-13,Affiliate,CMP0123,Affiliate_123,affiliate,affiliate,AS594,CR8116,134013,2806,3522.99,75,8329.55,2.09,1.26,2.36,Prospects,18-24
2025-01-14,Search,CMP0124,Search_124,search,cpc,AS473,CR8459,120565,701,556.38,30,2556.11,0.58,0.79,4.59,Retargeting,55+
2025-01-14,Search,CMP0125,Search_125,search,cpc,AS624,CR3547,97984,2686,2545.26,65,5772.65,2.74,0.95,2.27,Retargeting,45-54
2025-01-14,Display,CMP0126,Display_126,display,banner,AS882,CR7173,121715,1086,1183.05,8,863.57,0.89,1.09,0.73,Loyalty,18-24
2025-01-14,Social,CMP0127,Social_127,social,social,AS986,CR2435,23304,326,462.35,16,715.17,1.4,1.42,1.55,Loyalty,55+
2025-01-14,Email,CMP0128,Email_128,email,email,AS670,CR6912,83784,2437,955.65,41,4375.66,2.91,0.39,4.58,Prospects,25-34
2025-01-14,Affiliate,CMP0129,Affiliate_129,affiliate,affiliate,AS247,CR4834,147664,3356,3233.8,140,5099.86,2.27,0.96,1.58,Loyalty,35-44
2025-01-14,Affiliate,CMP0130,Affiliate_130,affiliate,affiliate,AS520,CR4946,107749,2510,2875.99,46,3480.34,2.33,1.15,1.21,Loyalty,18-24
2025-01-14,Affiliate,CMP0131,Affiliate_131,affiliate,affiliate,AS627,CR7930,125917,3770,2532.51,27,1327.22,2.99,0.67,0.52,Prospects,45-54
2025-01-15,Search,CMP0132,Search_132,search,cpc,AS375,CR4984,72133,515,406.1,25,2378.31,0.71,0.79,5.86,Retargeting,55+
2025-01-15,Search,CMP0133,Search_133,search,cpc,AS138,CR8210,29991,758,494.71,12,254.82,2.53,0.65,0.52,Loyalty,45-54
2025-01-15,Display,CMP0134,Display_134,display,banner,AS903,CR1542,22837,650,687.08,25,806.78,2.84,1.06,1.17,Loyalty,18-24
2025-01-15,Display,CMP0135,Display_135,display,banner,AS555,CR1060,82664,594,417.21,23,1741.38,0.72,0.7,4.17,Retargeting,45-54
2025-01-15,Display,CMP0136,Display_136,display,banner,AS116,CR7362,22448,482,420.56,13,1425.09,2.14,0.87,3.39,Prospects,18-24
2025-01-15,Social,CMP0137,Social_137,social,social,AS219,CR2591,69600,416,501.3,7,768.81,0.6,1.21,1.53,Lookalike,18-24
2025-01-15,Email,CMP0138,Email_138,email,email,AS962,CR6509,21675,163,133.38,7,324.17,0.75,0.82,2.43,Lookalike,55+
2025-01-15,Email,CMP0139,Email_139,email,email,AS825,CR6884,34953,319,276.5,14,721.12,0.91,0.87,2.61,Lookalike,35-44
2025-01-15,Email,CMP0140,Email_140,email,email,AS711,CR1129,141442,4164,3559.69,95,5334.53,2.94,0.85,1.5,Loyalty,18-24
2025-01-15,Affiliate,CMP0141,Affiliate_141,affiliate,affiliate,AS200,CR5432,29021,792,880.08,20,735.32,2.73,1.11,0.84,Lookalike,18-24
2025-01-15,Affiliate,CMP0142,Affiliate_142,affiliate,affiliate,AS196,CR2506,136186,2738,2311.7,29,2824.5,2.01,0.84,1.22,Retargeting,35-44
2025-01-16,Search,CMP0143,Search_143,search,cpc,AS474,CR5161,16424,281,322.81,3,321.94,1.71,1.15,1.0,Loyalty,55+
2025-01-16,Search,CMP0144,Search_144,search,cpc,AS230,CR5471,65666,1058,716.44,43,2754.04,1.61,0.68,3.84,Prospects,45-54
2025-01-16,Display,CMP0145,Display_145,display,banner,AS919,CR6370,126131,1061,1194.25,34,3009.16,0.84,1.13,2.52,Lookalike,35-44
2025-01-16,Social,CMP0146,Social_146,social,social,AS749,CR2356,62330,645,775.67,4,195.59,1.03,1.2,0.25,Prospects,35-44
2025-01-16,Social,CMP0147,Social_147,social,social,AS242,CR1877,138573,3246,1061.37,92,10445.06,2.34,0.33,9.84,Loyalty,25-34
2025-01-16,Email,CMP0148,Email_148,email,email,AS440,CR5594,38853,771,164.29,21,1877.84,1.98,0.21,11.43,Loyalty,18-24
2025-01-16,Email,CMP0149,Email_149,email,email,AS532,CR5728,13670,108,55.91,2,76.89,0.79,0.52,1.38,Retargeting,18-24
2025-01-16,Affiliate,CMP0150,Affiliate_150,affiliate,affiliate,AS388,CR3978,43848,1091,264.09,40,796.53,2.49,0.24,3.02,Retargeting,25-34
2025-01-16,Affiliate,CMP0151,Affiliate_151,affiliate,affiliate,AS478,CR8000,32579,563,657.21,25,975.75,1.73,1.17,1.48,Retargeting,18-24
2025-01-17,Search,CMP0152,Search_152,search,cpc,AS450,CR4248,85716,1866,2498.89,29,826.88,2.18,1.34,0.33,Prospects,25-34
2025-01-17,Search,CMP0153,Search_153,search,cpc,AS197,CR1178,10739,308,447.96,12,620.99,2.86,1.45,1.39,Loyalty,35-44
2025-01-17,Display,CMP0154,Display_154,display,banner,AS596,CR4165,69500,569,502.74,7,337.8,0.82,0.88,0.67,Lookalike,35-44
2025-01-17,Display,CMP0155,Display_155,display,banner,AS744,CR9281,89717,504,382.61,18,1882.63,0.56,0.76,4.92,Retargeting,25-34
2025-01-17,Display,CMP0156,Display_156,display,banner,AS904,CR6612,42444,227,314.43,6,516.54,0.53,1.39,1.64,Lookalike,35-44
2025-01-17,Social,CMP0157,Social_157,social,social,AS939,CR7957,39233,287,142.94,11,773.01,0.73,0.5,5.41,Retargeting,55+
2025-01-17,Social,CMP0158,Social_158,social,social,AS274,CR8579,16445,350,361.61,3,331.67,2.13,1.03,0.92,Loyalty,35-44
2025-01-17,Social,CMP0159,Social_159,social,social,AS303,CR8387,14966,360,335.46,14,493.48,2.4,0.93,1.47,Prospects,25-34
2025-01-17,Email,CMP0160,Email_160,email,email,AS740,CR4423,148350,4330,5713.26,143,2789.24,2.92,1.32,0.49,Loyalty,18-24
2025-01-17,Email,CMP0161,Email_161,email,email,AS189,CR3765,75720,855,346.49,35,4100.84,1.13,0.41,11.84,Retargeting,55+
2025-01-17,Email,CMP0162,Email_162,email,email,AS439,CR8769,126364,949,1126.16,6,699.24,0.75,1.19,0.62,Retargeting,55+
2025-01-17,Affiliate,CMP0163,Affiliate_163,affiliate,affiliate,AS314,CR8213,102810,2768,3337.72,124,14478.56,2.69,1.21,4.34,Lookalike,25-34
2025-01-17,Affiliate,CMP0164,Affiliate_164,affiliate,affiliate,AS534,CR8075,111041,1902,2594.65,28,1523.53,1.71,1.36,0.59,Retargeting,18-24
2025-01-18,Search,CMP0165,Search_165,search,cpc,AS213,CR9347,133364,3929,2478.76,57,2693.43,2.95,0.63,1.09,Prospects,45-54
2025-01-18,Search,CMP0166,Search_166,search,cpc,AS119,CR2007,31568,946,1404.11,31,881.71,2.99,1.48,0.63,Retargeting,35-44
2025-01-18,Display,CMP0167,Display_167,display,banner,AS196,CR3326,113124,1129,1629.1,23,1886.71,1.0,1.44,1.16,Retargeting,55+
2025-01-18,Display,CMP0168,Display_168,display,banner,AS208,CR1907,39827,435,340.56,11,244.56,1.09,0.78,0.72,Loyalty,35-44
2025-01-18,Social,CMP0169,Social_169,social,social,AS956,CR3792,124779,2173,1358.07,29,941.35,1.74,0.62,0.69,Retargeting,25-34
2025-01-18,Social,CMP0170,Social_170,social,social,AS435,CR1662,84756,1768,883.55,31,3069.83,2.08,0.5,3.47,Loyalty,25-34
2025-01-18,Social,CMP0171,Social_171,social,social,AS355,CR4794,31395,655,770.5,8,477.84,2.08,1.18,0.62,Lookalike,45-54
2025-01-18,Email,CMP0172,Email_172,email,email,AS380,CR6471,92175,503,486.78,13,1285.21,0.55,0.97,2.64,Prospects,55+
2025-01-18,Affiliate,CMP0173,Affiliate_173,affiliate,affiliate,AS687,CR2909,31454,643,746.75,24,2708.84,2.04,1.16,3.63,Lookalike,35-44
2025-01-18,Affiliate,CMP0174,Affiliate_174,affiliate,affiliate,AS597,CR8391,72997,1680,2357.06,59,3505.82,2.3,1.4,1.49,Prospects,45-54
2025-01-19,Search,CMP0175,Search_175,search,cpc,AS125,CR7216,115919,3269,4337.7,137,15166.22,2.82,1.33,3.5,Loyalty,45-54
2025-01-19,Display,CMP0176,Display_176,display,banner,AS556,CR6347,57628,1221,1312.28,38,3671.74,2.12,1.07,2.8,Retargeting,45-54
2025-01-19,Display,CMP0177,Display_177,display,banner,AS531,CR9871,45025,1286,1742.2,57,4763.2,2.86,1.35,2.73,Retargeting,45-54
2025-01-19,Display,CMP0178,Display_178,display,banner,AS284,CR7834,15042,377,95.58,16,1596.71,2.5,0.25,16.71,Retargeting,45-54
2025-01-19,Social,CMP0179,Social_179,social,social,AS323,CR5042,60138,393,531.15,18,375.8,0.65,1.35,0.71,Prospects,25-34
2025-01-19,Social,CMP0180,Social_180,social,social,AS468,CR9962,48704,245,215.69,6,710.78,0.5,0.88,3.3,Lookalike,55+
2025-01-19,Social,CMP0181,Social_181,social,social,AS743,CR3320,101513,748,1002.05,6,575.88,0.74,1.34,0.57,Prospects,35-44
2025-01-19,Email,CMP0182,Email_182,email,email,AS764,CR9342,116253,595,447.62,21,1200.72,0.51,0.75,2.68,Loyalty,55+
2025-01-19,Affiliate,CMP0183,Affiliate_183,affiliate,affiliate,AS616,CR3463,15000,318,315.58,5,252.37,2.12,0.99,0.8,Lookalike,25-34
